timestamp,name,result,distance
2026-07-30 02:40:22,unknown,FAIL_NO_FACE,
2026-07-30 02:40:23,unknown,FAIL_NO_FACE,
2026-07-30 02:40:24,unknown,FAIL_NO_FACE,
2026-07-30 02:40:25,unknown,FAIL_NO_FACE,
2026-07-30 02:40:26,unknown,FAIL_NO_FACE,
2026-07-30 02:40:27,unknown,FAIL_NO_FACE,
2026-07-30 02:40:28,unknown,FAIL_NO_FACE,
2026-07-30 02:40:29,unknown,FAIL_NO_FACE,
2026-07-30 02:40:30,unknown,FAIL_NO_FACE,
2026-07-30 02:40:31,unknown,FAIL_NO_FACE,
2026-07-30 02:40:32,unknown,FAIL_NO_FACE,
2026-07-30 02:40:33,unknown,FAIL_NO_FACE,
2026-07-30 02:40:35,unknown,FAIL_NO_FACE,
2026-07-30 02:40:36,unknown,FAIL_NO_FACE,
2026-07-30 02:40:36,unknown,FAIL_NO_FACE,
2026-07-30 02:40:38,unknown,FAIL_NO_FACE,
2026-07-30 02:40:39,unknown,FAIL_NO_FACE,
2026-07-30 02:40:40,unknown,FAIL_NO_FACE,
2026-07-30 02:40:41,unknown,FAIL_NO_FACE,
2026-07-30 02:40:42,Joyti,SUCCESS,0.2980
2026-07-30 02:40:44,Joyti,SUCCESS,0.3016
2026-07-30 02:40:45,Joyti,SUCCESS,0.3072
2026-07-30 02:40:46,unknown,FAIL_NO_FACE,
2026-07-30 02:40:46,unknown,FAIL_NO_FACE,
2026-07-30 02:40:47,unknown,FAIL_NO_FACE,
2026-07-30 02:40:48,unknown,FAIL_NO_FACE,
2026-07-30 02:40:49,unknown,FAIL_NO_FACE,
2026-07-30 02:40:50,unknown,FAIL_NO_FACE,
2026-07-30 02:40:52,unknown,FAIL_NO_FACE,
2026-07-30 02:40:53,unknown,FAIL_NO_FACE,
2026-07-30 02:40:56,Joyti,SUCCESS,0.2930
2026-07-30 02:40:57,unknown,FAIL_NO_FACE,
2026-07-30 02:40:58,unknown,FAIL_NO_FACE,
2026-07-30 02:40:59,Joyti,SUCCESS,0.3027
2026-07-30 02:41:01,Joyti,SUCCESS,0.3204
2026-07-30 02:41:02,Joyti,SUCCESS,0.3103
2026-07-30 02:41:03,Joyti,SUCCESS,0.3091
2026-07-30 02:41:04,Joyti,SUCCESS,0.3077
2026-07-30 02:41:05,Joyti,SUCCESS,0.3037
2026-07-30 02:41:12,Joyti,SUCCESS,0.3340
2026-07-30 02:41:13,Joyti,SUCCESS,0.2883
2026-07-30 02:41:14,Joyti,SUCCESS,0.3098
2026-07-30 02:41:15,Joyti,SUCCESS,0.3078
2026-07-30 02:41:16,Joyti,SUCCESS,0.3081
2026-07-30 02:41:16,unknown,FAIL_NO_FACE,
2026-07-30 02:57:26,unknown,FAIL_NO_FACE,
2026-07-30 02:57:28,unknown,FAIL_NO_FACE,
2026-07-30 02:57:29,unknown,FAIL_NO_FACE,
2026-07-30 02:57:30,unknown,FAIL_NO_FACE,
2026-07-30 02:57:31,unknown,FAIL_NO_FACE,
2026-07-30 02:57:32,unknown,FAIL_NO_FACE,
2026-07-30 02:57:33,unknown,FAIL_NO_FACE,
2026-07-30 02:57:34,unknown,FAIL_NO_FACE,
2026-07-30 02:57:35,Joyti,SUCCESS,0.2945
2026-07-30 02:57:37,Joyti,SUCCESS,0.3504
2026-07-30 02:57:38,Joyti,SUCCESS,0.3469
2026-07-30 02:57:39,Joyti,SUCCESS,0.3464
2026-07-30 02:57:40,Joyti,SUCCESS,0.3281
2026-07-30 02:57:40,unknown,FAIL_NO_FACE,
2026-07-30 02:57:41,unknown,FAIL_NO_FACE,
2026-07-30 02:57:43,unknown,FAIL_NO_FACE,
2026-07-30 02:57:44,unknown,FAIL_NO_FACE,
2026-07-30 02:57:45,unknown,FAIL_NO_FACE,
2026-07-30 02:57:46,unknown,FAIL_NO_FACE,
2026-07-30 02:57:47,Joyti,SUCCESS,0.3274
2026-07-30 02:57:48,unknown,FAIL_NO_FACE,
2026-07-30 02:57:50,Joyti,SUCCESS,0.3082
2026-07-30 02:57:50,unknown,FAIL_NO_FACE,
2026-07-30 02:57:51,Joyti,SUCCESS,0.2811
2026-07-30 02:57:52,Joyti,SUCCESS,0.2750
2026-07-30 02:57:54,Joyti,SUCCESS,0.2661
2026-07-30 02:57:55,Joyti,SUCCESS,0.3008
2026-07-30 02:57:56,Joyti,SUCCESS,0.2869
2026-07-30 02:57:56,unknown,FAIL_NO_FACE,
2026-07-30 02:57:58,unknown,FAIL_NO_FACE,
2026-07-30 02:57:59,unknown,FAIL_NO_FACE,
2026-07-30 02:58:00,unknown,FAIL_NO_FACE,
2026-07-30 02:58:01,unknown,FAIL_NO_FACE,
2026-07-30 02:58:02,Joyti,SUCCESS,0.3147
2026-07-30 02:58:03,Joyti,SUCCESS,0.3172
2026-07-30 02:58:04,unknown,FAIL_NO_FACE,
2026-07-30 02:58:05,unknown,FAIL_NO_FACE,
2026-07-30 02:58:06,Joyti,SUCCESS,0.3527
2026-07-30 02:58:07,Joyti,SUCCESS,0.3399
2026-07-30 02:58:08,unknown,FAIL_NO_FACE,
2026-07-30 02:58:09,unknown,FAIL_NO_FACE,
2026-07-30 02:58:11,Joyti,SUCCESS,0.3306
2026-07-30 02:58:12,Joyti,SUCCESS,0.3422
2026-07-30 02:58:13,Joyti,SUCCESS,0.3150
2026-07-30 02:58:14,Joyti,SUCCESS,0.3220
2026-07-30 02:58:16,Joyti,SUCCESS,0.3472
2026-07-30 02:58:17,Joyti,SUCCESS,0.3654
2026-07-30 02:58:17,unknown,FAIL_NO_FACE,
2026-07-30 02:58:18,unknown,FAIL_NO_FACE,
2026-07-30 02:58:20,Joyti,SUCCESS,0.3193
2026-07-30 02:58:21,Joyti,SUCCESS,0.3691
2026-07-30 02:58:22,Joyti,SUCCESS,0.3651
2026-07-30 02:58:23,Joyti,SUCCESS,0.3509
2026-07-30 02:58:24,Joyti,SUCCESS,0.3399
2026-07-30 02:58:25,Joyti,SUCCESS,0.3457
2026-07-30 02:58:26,Joyti,SUCCESS,0.3420
2026-07-30 02:58:27,Joyti,SUCCESS,0.3371
2026-07-30 02:58:28,Joyti,SUCCESS,0.3539
2026-07-30 02:58:29,Joyti,SUCCESS,0.3507
2026-07-30 02:58:30,Joyti,SUCCESS,0.3277
2026-07-30 02:58:31,Joyti,SUCCESS,0.3316
2026-07-30 02:58:32,Joyti,SUCCESS,0.3503
2026-07-30 02:58:33,unknown,FAIL_NO_FACE,
2026-07-30 02:58:34,unknown,FAIL_NO_FACE,
2026-07-30 02:58:35,unknown,FAIL_NO_FACE,
2026-07-30 02:58:36,unknown,FAIL_NO_FACE,
2026-07-30 02:58:37,unknown,FAIL_NO_FACE,
2026-07-30 02:58:38,unknown,FAIL_NO_FACE,
2026-07-30 02:58:42,unknown,FAIL_NO_FACE,
2026-07-30 02:58:43,unknown,FAIL_NO_FACE,
2026-07-30 02:58:44,unknown,FAIL_NO_FACE,
2026-07-30 02:58:45,Joyti,SUCCESS,0.3232
2026-07-30 02:58:47,Joyti,SUCCESS,0.3042
2026-07-30 02:58:48,Joyti,SUCCESS,0.3179
2026-07-30 02:58:49,Joyti,SUCCESS,0.3221
2026-07-30 02:58:50,Joyti,SUCCESS,0.3649
2026-07-30 02:58:51,Joyti,SUCCESS,0.3163
2026-07-30 02:58:52,Joyti,SUCCESS,0.3079
2026-07-30 02:58:53,Joyti,SUCCESS,0.2965
2026-07-30 02:58:54,Joyti,SUCCESS,0.3000
2026-07-30 02:58:55,Joyti,SUCCESS,0.2985
2026-07-30 02:58:56,Joyti,SUCCESS,0.3136
2026-07-30 02:58:57,Joyti,SUCCESS,0.2623
2026-07-30 02:58:59,Joyti,SUCCESS,0.2832
2026-07-30 02:58:59,Joyti,SUCCESS,0.2959
2026-07-30 02:59:01,Joyti,SUCCESS,0.3201
2026-07-30 02:59:02,Joyti,SUCCESS,0.3091
2026-07-30 02:59:03,Joyti,SUCCESS,0.3242
2026-07-30 02:59:04,Joyti,SUCCESS,0.3115
2026-07-30 02:59:05,Joyti,SUCCESS,0.3214
2026-07-30 02:59:06,Joyti,SUCCESS,0.3178
2026-07-30 02:59:07,Joyti,SUCCESS,0.3189
2026-07-30 02:59:08,Joyti,SUCCESS,0.3008
2026-07-30 02:59:09,Joyti,SUCCESS,0.2789
2026-07-30 02:59:10,Joyti,SUCCESS,0.2977
2026-07-30 02:59:11,Joyti,SUCCESS,0.2950
2026-07-30 02:59:12,Joyti,SUCCESS,0.2919
2026-07-30 02:59:13,Joyti,SUCCESS,0.2900
2026-07-30 02:59:14,Joyti,SUCCESS,0.3078
2026-07-30 02:59:15,Joyti,SUCCESS,0.3153
2026-07-30 02:59:17,Joyti,SUCCESS,0.3059
2026-07-30 02:59:18,Joyti,SUCCESS,0.3118
2026-07-30 02:59:19,Joyti,SUCCESS,0.2681
2026-07-30 02:59:20,Joyti,SUCCESS,0.2916
2026-07-30 02:59:21,Joyti,SUCCESS,0.2751
2026-07-30 02:59:22,Joyti,SUCCESS,0.3133
2026-07-30 02:59:23,Joyti,SUCCESS,0.2908
2026-07-30 02:59:24,Joyti,SUCCESS,0.2941
2026-07-30 02:59:25,Joyti,SUCCESS,0.2926
2026-07-30 02:59:26,Joyti,SUCCESS,0.3010
2026-07-30 02:59:27,Joyti,SUCCESS,0.3116
2026-07-30 02:59:28,unknown,FAIL_NO_FACE,
2026-07-30 02:59:29,Joyti,SUCCESS,0.3071
2026-07-30 02:59:30,Joyti,SUCCESS,0.3169
2026-07-30 02:59:32,Joyti,SUCCESS,0.2952
2026-07-30 02:59:33,Joyti,SUCCESS,0.3086
2026-07-30 02:59:34,Joyti,SUCCESS,0.3170
2026-07-30 02:59:35,Joyti,SUCCESS,0.3200
2026-07-30 02:59:36,unknown,FAIL_NO_FACE,
2026-07-30 02:59:37,unknown,FAIL_NO_FACE,
2026-07-30 02:59:38,unknown,FAIL_NO_FACE,
2026-07-30 02:59:39,unknown,FAIL_NO_FACE,
2026-07-30 02:59:40,unknown,FAIL_NO_FACE,
2026-07-30 02:59:41,Joyti,SUCCESS,0.3292
2026-07-30 02:59:42,Joyti,SUCCESS,0.2621
2026-07-30 02:59:44,Joyti,SUCCESS,0.3369
2026-07-30 02:59:45,Joyti,SUCCESS,0.3884
2026-07-30 02:59:46,Joyti,SUCCESS,0.3598
2026-07-30 02:59:47,Joyti,SUCCESS,0.3752
2026-07-30 02:59:48,Joyti,SUCCESS,0.3592
2026-07-30 02:59:49,Joyti,SUCCESS,0.3246
2026-07-30 02:59:50,Joyti,SUCCESS,0.3346
2026-07-30 02:59:51,Joyti,SUCCESS,0.3334
2026-07-30 02:59:52,Joyti,SUCCESS,0.3673
2026-07-30 02:59:53,Joyti,SUCCESS,0.3666
2026-07-30 02:59:54,Joyti,SUCCESS,0.3725
2026-07-30 02:59:55,Joyti,SUCCESS,0.3722
2026-07-30 02:59:56,Joyti,SUCCESS,0.3883
2026-07-30 02:59:57,Joyti,SUCCESS,0.3856
2026-07-30 02:59:58,Joyti,SUCCESS,0.3784
2026-07-30 02:59:59,Joyti,SUCCESS,0.3833
2026-07-30 03:00:00,Joyti,SUCCESS,0.3938
2026-07-30 03:00:01,Joyti,SUCCESS,0.3654
2026-07-30 03:00:03,Joyti,SUCCESS,0.3781
2026-07-30 03:00:04,Joyti,SUCCESS,0.3836
2026-07-30 03:00:05,Joyti,SUCCESS,0.3438
2026-07-30 03:00:06,Joyti,SUCCESS,0.3626
2026-07-30 03:00:07,Joyti,SUCCESS,0.3804
2026-07-30 03:00:08,Joyti,SUCCESS,0.3839
2026-07-30 03:00:09,Joyti,SUCCESS,0.3807
2026-07-30 03:00:10,Joyti,SUCCESS,0.3996
2026-07-30 03:00:11,Joyti,SUCCESS,0.3803
2026-07-30 03:00:12,Joyti,SUCCESS,0.3701
2026-07-30 03:00:13,Joyti,SUCCESS,0.2739
2026-07-30 03:00:14,Joyti,SUCCESS,0.3586
2026-07-30 03:00:15,Joyti,SUCCESS,0.3515
2026-07-30 03:00:16,Joyti,SUCCESS,0.3500
2026-07-30 03:00:17,Joyti,SUCCESS,0.3686
2026-07-30 03:00:18,Joyti,SUCCESS,0.3678
2026-07-30 03:00:19,Joyti,SUCCESS,0.3565
2026-07-30 03:00:20,Joyti,SUCCESS,0.3766
2026-07-30 03:00:21,Joyti,SUCCESS,0.3546
2026-07-30 03:00:22,Joyti,SUCCESS,0.3589
2026-07-30 03:00:23,Joyti,SUCCESS,0.3712
2026-07-30 03:00:25,Joyti,SUCCESS,0.3481
2026-07-30 03:00:26,Joyti,SUCCESS,0.3501
2026-07-30 03:00:26,Joyti,SUCCESS,0.3532
2026-07-30 03:00:27,Joyti,SUCCESS,0.3559
2026-07-30 03:00:28,Joyti,SUCCESS,0.3572
2026-07-30 03:00:30,Joyti,SUCCESS,0.3499
2026-07-30 03:00:31,Joyti,SUCCESS,0.3607
2026-07-30 03:00:32,Joyti,SUCCESS,0.3418
2026-07-30 03:00:33,Joyti,SUCCESS,0.3641
2026-07-30 03:00:34,Joyti,SUCCESS,0.3595
2026-07-30 03:00:35,Joyti,SUCCESS,0.3477
2026-07-30 03:00:36,Joyti,SUCCESS,0.3713
2026-07-30 03:00:37,Joyti,SUCCESS,0.3672
2026-07-30 03:00:38,Joyti,SUCCESS,0.3416
2026-07-30 03:00:39,Joyti,SUCCESS,0.3515
2026-07-30 03:00:40,Joyti,SUCCESS,0.3420
2026-07-30 03:00:41,Joyti,SUCCESS,0.3550
2026-07-30 03:00:42,Joyti,SUCCESS,0.3542
2026-07-30 03:00:43,Joyti,SUCCESS,0.3647
2026-07-30 03:00:44,Joyti,SUCCESS,0.3610
2026-07-30 03:00:45,Joyti,SUCCESS,0.3637
2026-07-30 03:00:46,Joyti,SUCCESS,0.3574
2026-07-30 03:00:48,Joyti,SUCCESS,0.3617
2026-07-30 03:00:49,Joyti,SUCCESS,0.3401
2026-07-30 03:00:50,Joyti,SUCCESS,0.3634
2026-07-30 03:00:50,Joyti,SUCCESS,0.3519
2026-07-30 03:00:52,Joyti,SUCCESS,0.3557
2026-07-30 03:00:53,Joyti,SUCCESS,0.3541
2026-07-30 03:00:54,Joyti,SUCCESS,0.3729
2026-07-30 03:00:55,Joyti,SUCCESS,0.3778
2026-07-30 03:00:56,Joyti,SUCCESS,0.3736
2026-07-30 03:00:57,Joyti,SUCCESS,0.3743
2026-07-30 03:00:58,Joyti,SUCCESS,0.3522
2026-07-30 03:00:59,unknown,FAIL_NO_FACE,
2026-07-30 03:01:00,unknown,FAIL_NO_FACE,
2026-07-30 03:01:01,Joyti,SUCCESS,0.3860
2026-07-30 03:01:02,Joyti,SUCCESS,0.3353
2026-07-30 03:01:03,unknown,FAIL_NO_FACE,
2026-07-30 03:01:04,unknown,FAIL_NO_FACE,
2026-07-30 03:01:05,unknown,FAIL_NO_FACE,
2026-07-30 03:01:06,unknown,FAIL_NO_FACE,
2026-07-30 03:01:07,unknown,FAIL_NO_FACE,
